date,segment_id,from_intersection,to_intersection,road_name,length_m,lanes,free_flow_speed_kmh,functional_class,daily_volume_proxy,avg_speed_kmh,peak_hour_volume,v_c_ratio,travel_time_min,community_weight
2025-10-08,S049,QNA012,QNA020,蔡林路,302,3,40,次干路,9301,31.0,1640,0.337,0.58,30.798
2025-10-08,S050,QNA020,QNA028,蔡林路,515,3,40,次干路,8282,32.1,1379,0.284,0.96,16.082
2025-10-08,S051,QNA028,QNA036,蔡林路,554,3,40,次干路,6724,33.4,1113,0.229,1.0,12.137
2025-10-08,S052,QNA005,QNA013,北坛街,343,3,38,次干路,8542,37.0,1327,0.273,0.56,24.904
2025-10-08,S053,QNA013,QNA021,北坛街,473,3,38,次干路,6889,33.1,1141,0.235,0.86,14.564
2025-10-08,S054,QNA021,QNA029,北坛街,320,3,38,次干路,7031,32.9,1103,0.227,0.58,21.972
2025-10-08,S055,QNA029,QNA037,北坛街,562,3,38,次干路,6722,33.4,1059,0.218,1.01,11.961
2025-10-08,S056,QNA006,QNA014,解放北路,430,4,48,主干路,10305,40.4,1833,0.283,0.64,28.758
2025-10-08,S057,QNA014,QNA022,解放北路,601,4,48,主干路,10352,40.5,1704,0.263,0.89,20.67
2025-10-08,S058,QNA022,QNA030,解放北路,596,4,48,主干路,10389,40.6,1645,0.254,0.88,20.917
2025-10-08,S059,QNA030,QNA038,解放北路,465,4,48,主干路,9736,41.1,1528,0.236,0.68,25.125
2025-10-08,S060,QNA007,QNA015,应乾路,575,3,36,次干路,8744,36.3,1467,0.302,0.95,15.207
2025-10-08,S061,QNA015,QNA023,应乾路,378,3,36,次干路,7003,32.8,1171,0.241,0.69,18.526
2025-10-08,S062,QNA023,QNA031,应乾路,640,3,36,次干路,6994,32.8,1107,0.228,1.17,10.928
2025-10-08,S063,QNA031,QNA039,应乾路,315,3,36,次干路,6661,33.0,1008,0.207,0.57,21.146
2025-10-08,S064,QNA008,QNA016,街泉街,211,2,32,支路,7968,37.2,1316,0.406,0.34,37.763
2025-10-08,S065,QNA016,QNA024,街泉街,369,2,32,支路,6305,33.7,976,0.301,0.66,17.087
2025-10-08,S066,QNA024,QNA032,街泉街,258,2,32,支路,6445,33.4,1004,0.31,0.46,24.981
2025-10-08,S067,QNA032,QNA040,街泉街,397,2,32,支路,5006,29.0,808,0.249,0.82,12.61
2025-10-09,S001,QNA001,QNA002,成纪大道,647,4,52,主干路,10161,40.6,1698,0.262,0.96,18.846
2025-10-09,S002,QNA002,QNA003,成纪大道,377,4,52,主干路,10421,40.3,1694,0.261,0.56,33.17
2025-10-09,S003,QNA003,QNA004,成纪大道,332,4,52,主干路,10489,40.4,1642,0.253,0.49,37.912
2025-10-09,S004,QNA004,QNA005,成纪大道,699,4,52,主干路,10471,40.4,1705,0.263,1.04,17.976
2025-10-09,S005,QNA005,QNA006,成纪大道,460,4,52,主干路,10558,40.2,1776,0.274,0.69,27.543
2025-10-09,S006,QNA006,QNA007,成纪大道,445,4,52,主干路,10552,40.4,1765,0.272,0.66,28.455
2025-10-09,S007,QNA007,QNA008,成纪大道,434,4,52,主干路,10026,41.0,1692,0.261,0.64,27.722
2025-10-09,S008,QNA009,QNA010,太白街,391,3,42,次干路,10623,35.2,1801,0.371,0.67,27.169
2025-10-09,S009,QNA010,QNA011,太白街,697,3,42,次干路,13660,38.0,2420,0.498,1.1,19.598
2025-10-09,S010,QNA011,QNA012,太白街,372,3,42,次干路,11422,34.7,1987,0.409,0.64,30.704
2025-10-09,S011,QNA012,QNA013,太白街,666,3,42,次干路,8177,32.0,1369,0.282,1.25,12.278
2025-10-09,S012,QNA013,QNA014,太白街,699,3,42,次干路,8648,36.8,1411,0.29,1.14,12.372
2025-10-09,S013,QNA014,QNA015,太白街,599,3,42,次干路,8748,36.7,1459,0.3,0.98,14.604
2025-10-09,S014,QNA015,QNA016,太白街,364,3,42,次干路,6806,33.0,1153,0.237,0.66,18.698
2025-10-09,S015,QNA017,QNA018,新华街,622,3,40,次干路,10402,35.3,1593,0.328,1.06,16.723
2025-10-09,S016,QNA018,QNA019,新华街,536,3,40,次干路,13271,38.6,2177,0.448,0.83,24.759
2025-10-09,S017,QNA019,QNA020,新华街,336,3,40,次干路,11200,34.9,1803,0.371,0.58,33.333
2025-10-09,S018,QNA020,QNA021,新华街,335,3,40,次干路,7951,32.1,1241,0.255,0.63,23.734
2025-10-09,S019,QNA021,QNA022,新华街,367,3,40,次干路,8506,36.8,1437,0.296,0.6,23.177
2025-10-09,S020,QNA022,QNA023,新华街,431,3,40,次干路,8564,36.8,1417,0.292,0.7,19.87
2025-10-09,S021,QNA023,QNA024,新华街,439,3,40,次干路,6629,33.2,1071,0.22,0.79,15.1
2025-10-09,S022,QNA025,QNA026,人民街,578,3,38,次干路,8469,37.0,1273,0.262,0.94,14.652
2025-10-09,S023,QNA026,QNA027,人民街,628,3,38,次干路,10401,40.6,1582,0.326,0.93,16.562
2025-10-09,S024,QNA027,QNA028,人民街,333,3,38,次干路,8830,36.6,1326,0.273,0.55,26.517
2025-10-09,S025,QNA028,QNA029,人民街,607,3,38,次干路,7239,32.7,1180,0.243,1.11,11.926
2025-10-09,S026,QNA029,QNA030,人民街,421,3,38,次干路,8770,36.5,1298,0.267,0.69,20.831
2025-10-09,S027,QNA030,QNA031,人民街,686,3,38,次干路,8813,36.4,1326,0.273,1.13,12.847
2025-10-09,S028,QNA031,QNA032,人民街,652,3,38,次干路,7027,32.7,1139,0.234,1.2,10.778
2025-10-09,S029,QNA033,QNA034,映南路,434,2,32,支路,7549,37.5,1327,0.41,0.69,17.394
2025-10-09,S030,QNA034,QNA035,映南路,332,2,32,支路,9325,41.6,1635,0.505,0.48,28.087
2025-10-09,S031,QNA035,QNA036,映南路,449,2,32,支路,7754,37.4,1337,0.413,0.72,17.269
2025-10-09,S032,QNA036,QNA037,映南路,362,2,32,支路,6338,33.1,1098,0.339,0.66,17.508
2025-10-09,S033,QNA037,QNA038,映南路,223,2,32,支路,7792,37.3,1247,0.385,0.36,34.942
2025-10-09,S034,QNA038,QNA039,映南路,301,2,32,支路,7698,37.5,1221,0.377,0.48,25.575
2025-10-09,S035,QNA039,QNA040,映南路,436,2,32,支路,4808,29.2,798,0.246,0.9,11.028
2025-10-09,S036,QNA001,QNA009,环城西路,454,3,40,次干路,8673,36.9,1433,0.295,0.74,19.104
2025-10-09,S037,QNA009,QNA017,环城西路,422,3,40,次干路,7466,32.4,1137,0.234,0.78,17.692
2025-10-09,S038,QNA017,QNA025,环城西路,359,3,40,次干路,7045,32.7,1070,0.22,0.66,19.624
2025-10-09,S039,QNA025,QNA033,环城西路,390,3,40,次干路,6143,33.5,1021,0.21,0.7,15.751
2025-10-09,S040,QNA002,QNA010,解放南路,452,4,48,主干路,12111,39.0,2065,0.319,0.7,32.153
2025-10-09,S041,QNA010,QNA018,解放南路,332,4,48,主干路,13558,38.1,2203,0.34,0.52,49.005
2025-10-09,S042,QNA018,QNA026,解放南路,327,4,48,主干路,11826,39.6,1779,0.275,0.5,43.398
2025-10-09,S043,QNA026,QNA034,解放南路,474,4,48,主干路,9875,41.1,1580,0.244,0.69,25.0
2025-10-09,S044,QNA003,QNA011,兴国路,329,4,46,主干路,11970,39.3,1934,0.298,0.5,43.66
2025-10-09,S045,QNA011,QNA019,兴国路,463,4,46,主干路,13372,38.4,2348,0.362,0.72,34.657
2025-10-09,S046,QNA019,QNA027,兴国路,456,4,46,主干路,11846,39.6,1860,0.287,0.69,31.174
2025-10-09,S047,QNA027,QNA035,兴国路,589,4,46,主干路,9851,41.1,1531,0.236,0.86,20.07
2025-10-09,S048,QNA004,QNA012,蔡林路,415,3,40,次干路,9942,35.8,1567,0.322,0.7,23.957
2025-10-09,S049,QNA012,QNA020,蔡林路,302,3,40,次干路,9250,31.2,1442,0.297,0.58,30.629
2025-10-09,S050,QNA020,QNA028,蔡林路,515,3,40,次干路,8184,31.9,1255,0.258,0.97,15.891
2025-10-09,S051,QNA028,QNA036,蔡林路,554,3,40,次干路,6733,32.9,1122,0.231,1.01,12.153
2025-10-09,S052,QNA005,QNA013,北坛街,343,3,38,次干路,8706,36.6,1464,0.301,0.56,25.382
2025-10-09,S053,QNA013,QNA021,北坛街,473,3,38,次干路,6879,32.9,1130,0.233,0.86,14.543
2025-10-09,S054,QNA021,QNA029,北坛街,320,3,38,次干路,7007,32.8,1118,0.23,0.59,21.897
2025-10-09,S055,QNA029,QNA037,北坛街,562,3,38,次干路,6844,32.9,1156,0.238,1.02,12.178
2025-10-09,S056,QNA006,QNA014,解放北路,430,4,48,主干路,10500,40.4,1682,0.26,0.64,29.302
2025-10-09,S057,QNA014,QNA022,解放北路,601,4,48,主干路,10275,40.7,1718,0.265,0.89,20.516
2025-10-09,S058,QNA022,QNA030,解放北路,596,4,48,主干路,10269,40.5,1622,0.25,0.88,20.676
2025-10-09,S059,QNA030,QNA038,解放北路,465,4,48,主干路,9718,40.9,1529,0.236,0.68,25.079
2025-10-09,S060,QNA007,QNA015,应乾路,575,3,36,次干路,8800,36.7,1454,0.299,0.94,15.304
2025-10-09,S061,QNA015,QNA023,应乾路,378,3,36,次干路,7037,32.8,1169,0.241,0.69,18.616
2025-10-09,S062,QNA023,QNA031,应乾路,640,3,36,次干路,7108,32.7,1129,0.232,1.17,11.106
2025-10-09,S063,QNA031,QNA039,应乾路,315,3,36,次干路,6793,33.0,1142,0.235,0.57,21.565
2025-10-09,S064,QNA008,QNA016,街泉街,211,2,32,支路,8032,37.2,1390,0.429,0.34,38.066
2025-10-09,S065,QNA016,QNA024,街泉街,369,2,32,支路,6398,33.4,1079,0.333,0.66,17.339
2025-10-09,S066,QNA024,QNA032,街泉街,258,2,32,支路,6548,33.1,1073,0.331,0.47,25.38
2025-10-09,S067,QNA032,QNA040,街泉街,397,2,32,支路,5042,28.8,795,0.245,0.83,12.7
2025-10-10,S001,QNA001,QNA002,成纪大道,647,4,52,主干路,9397,39.7,1584,0.244,0.98,17.429
2025-10-10,S002,QNA002,QNA003,成纪大道,377,4,52,主干路,9934,39.7,1643,0.254,0.57,31.62
2025-10-10,S003,QNA003,QNA004,成纪大道,332,4,52,主干路,10018,39.3,1663,0.257,0.51,36.21
2025-10-10,S004,QNA004,QNA005,成纪大道,699,4,52,主干路,10080,39.0,1577,0.243,1.08,17.305
2025-10-10,S005,QNA005,QNA006,成纪大道,460,4,52,主干路,10116,39.2,1573,0.243,0.7,26.39
2025-10-10,S006,QNA006,QNA007,成纪大道,445,4,52,主干路,9998,39.5,1603,0.247,0.68,26.961
2025-10-10,S007,QNA007,QNA008,成纪大道,434,4,52,主干路,9691,39.7,1573,0.243,0.66,26.795
2025-10-10,S008,QNA009,QNA010,太白街,391,3,42,次干路,10025,34.4,1689,0.348,0.68,25.639
2025-10-10,S009,QNA010,QNA011,太白街,697,3,42,次干路,12732,37.0,2178,0.448,1.13,18.267
2025-10-10,S010,QNA011,QNA012,太白街,372,3,42,次干路,10688,33.5,1808,0.372,0.67,28.731
2025-10-10,S011,QNA012,QNA013,太白街,666,3,42,次干路,7718,30.9,1308,0.269,1.29,11.589
2025-10-10,S012,QNA013,QNA014,太白街,699,3,42,次干路,8202,35.5,1334,0.274,1.18,11.734
2025-10-10,S013,QNA014,QNA015,太白街,599,3,42,次干路,8221,35.4,1364,0.281,1.02,13.725
2025-10-10,S014,QNA015,QNA016,太白街,364,3,42,次干路,6341,31.9,1056,0.217,0.68,17.42
2025-10-10,S015,QNA017,QNA018,新华街,622,3,40,次干路,9957,34.2,1577,0.324,1.09,16.008
2025-10-10,S016,QNA018,QNA019,新华街,536,3,40,次干路,12988,36.9,2152,0.443,0.87,24.231
2025-10-10,S017,QNA019,QNA020,新华街,336,3,40,次干路,10845,33.7,1769,0.364,0.6,32.277
2025-10-10,S018,QNA020,QNA021,新华街,335,3,40,次干路,7619,31.3,1277,0.263,0.64,22.743
2025-10-10,S019,QNA021,QNA022,新华街,367,3,40,次干路,8106,35.8,1406,0.289,0.62,22.087
2025-10-10,S020,QNA022,QNA023,新华街,431,3,40,次干路,8158,35.6,1389,0.286,0.73,18.928
2025-10-10,S021,QNA023,QNA024,新华街,439,3,40,次干路,6336,31.9,1129,0.232,0.83,14.433
2025-10-10,S022,QNA025,QNA026,人民街,578,3,38,次干路,8120,35.4,1286,0.265,0.98,14.048
2025-10-10,S023,QNA026,QNA027,人民街,628,3,38,次干路,10041,39.0,1539,0.317,0.97,15.989
2025-10-10,S024,QNA027,QNA028,人民街,333,3,38,次干路,8507,35.1,1394,0.287,0.57,25.547
2025-10-10,S025,QNA028,QNA029,人民街,607,3,38,次干路,6896,31.6,1153,0.237,1.15,11.361
2025-10-10,S026,QNA029,QNA030,人民街,421,3,38,次干路,8496,35.4,1419,0.292,0.71,20.181
2025-10-10,S027,QNA030,QNA031,人民街,686,3,38,次干路,8413,35.1,1315,0.271,1.17,12.264
2025-10-10,S028,QNA031,QNA032,人民街,652,3,38,次干路,6519,31.8,1009,0.208,1.23,9.998
2025-10-10,S029,QNA033,QNA034,映南路,434,2,32,支路,7152,36.1,1160,0.358,0.72,16.479
2025-10-10,S030,QNA034,QNA035,映南路,332,2,32,支路,8806,39.7,1422,0.439,0.5,26.524
2025-10-10,S031,QNA035,QNA036,映南路,449,2,32,支路,7451,36.0,1282,0.396,0.75,16.595
2025-10-10,S032,QNA036,QNA037,映南路,362,2,32,支路,6133,32.3,1032,0.319,0.67,16.942
2025-10-10,S033,QNA037,QNA038,映南路,223,2,32,支路,7574,36.1,1283,0.396,0.37,33.964
2025-10-10,S034,QNA038,QNA039,映南路,301,2,32,支路,7546,36.2,1282,0.396,0.5,25.07
2025-10-10,S035,QNA039,QNA040,映南路,436,2,32,支路,4708,28.4,765,0.236,0.92,10.798
2025-10-10,S036,QNA001,QNA009,环城西路,454,3,40,次干路,8100,35.7,1371,0.282,0.76,17.841
2025-10-10,S037,QNA009,QNA017,环城西路,422,3,40,次干路,7079,31.6,1116,0.23,0.8,16.775
2025-10-10,S038,QNA017,QNA025,环城西路,359,3,40,次干路,6614,31.7,1015,0.209,0.68,18.423
2025-10-10,S039,QNA025,QNA033,环城西路,390,3,40,次干路,5893,32.1,938,0.193,0.73,15.11
2025-10-10,S040,QNA002,QNA010,解放南路,452,4,48,主干路,11321,38.4,1903,0.294,0.71,30.056
2025-10-10,S041,QNA010,QNA018,解放南路,332,4,48,主干路,12903,37.0,2154,0.332,0.54,46.637
2025-10-10,S042,QNA018,QNA026,解放南路,327,4,48,主干路,11463,38.0,1817,0.28,0.52,42.066
2025-10-10,S043,QNA026,QNA034,解放南路,474,4,48,主干路,9379,39.4,1432,0.221,0.72,23.744
2025-10-10,S044,QNA003,QNA011,兴国路,329,4,46,主干路,11345,38.4,1918,0.296,0.51,41.38
2025-10-10,S045,QNA011,QNA019,兴国路,463,4,46,主干路,12818,37.0,2176,0.336,0.75,33.222
2025-10-10,S046,QNA019,QNA027,兴国路,456,4,46,主干路,11567,37.9,1901,0.293,0.72,30.439
2025-10-10,S047,QNA027,QNA035,兴国路,589,4,46,主干路,9468,39.3,1551,0.239,0.9,19.29
2025-10-10,S048,QNA004,QNA012,蔡林路,415,3,40,次干路,9361,34.4,1552,0.319,0.72,22.557
2025-10-10,S049,QNA012,QNA020,蔡林路,302,3,40,次干路,8715,30.2,1457,0.3,0.6,28.858
2025-10-10,S050,QNA020,QNA028,蔡林路,515,3,40,次干路,7785,30.9,1262,0.26,1.0,15.117
2025-10-10,S051,QNA028,QNA036,蔡林路,554,3,40,次干路,6489,31.9,1125,0.231,1.04,11.713
2025-10-10,S052,QNA005,QNA013,北坛街,343,3,38,次干路,8437,35.5,1333,0.274,0.58,24.598
2025-10-10,S053,QNA013,QNA021,北坛街,473,3,38,次干路,6622,32.0,1184,0.244,0.89,14.0
2025-10-10,S054,QNA021,QNA029,北坛街,320,3,38,次干路,6729,31.9,1168,0.24,0.6,21.028
2025-10-10,S055,QNA029,QNA037,北坛街,562,3,38,次干路,6539,32.0,1060,0.218,1.05,11.635
2025-10-10,S056,QNA006,QNA014,解放北路,430,4,48,主干路,9881,39.3,1574,0.243,0.66,27.575
2025-10-10,S057,QNA014,QNA022,解放北路,601,4,48,主干路,9686,39.3,1556,0.24,0.92,19.34
2025-10-10,S058,QNA022,QNA030,解放北路,596,4,48,主干路,9873,39.3,1657,0.256,0.91,19.879
2025-10-10,S059,QNA030,QNA038,解放北路,465,4,48,主干路,9530,39.4,1642,0.253,0.71,24.594
2025-10-10,S060,QNA007,QNA015,应乾路,575,3,36,次干路,8338,35.6,1343,0.276,0.97,14.501
2025-10-10,S061,QNA015,QNA023,应乾路,378,3,36,次干路,6693,31.7,1151,0.237,0.72,17.706
2025-10-10,S062,QNA023,QNA031,应乾路,640,3,36,次干路,6698,31.5,1047,0.215,1.22,10.466
2025-10-10,S063,QNA031,QNA039,应乾路,315,3,36,次干路,6428,31.8,976,0.201,0.59,20.406
2025-10-10,S064,QNA008,QNA016,街泉街,211,2,32,支路,7695,36.1,1297,0.4,0.35,36.469
2025-10-10,S065,QNA016,QNA024,街泉街,369,2,32,支路,5985,32.1,1015,0.313,0.69,16.22
2025-10-10,S066,QNA024,QNA032,街泉街,258,2,32,支路,6157,32.2,1091,0.337,0.48,23.864
2025-10-10,S067,QNA032,QNA040,街泉街,397,2,32,支路,4799,28.4,819,0.253,0.84,12.088
2025-10-11,S001,QNA001,QNA002,成纪大道,647,4,52,主干路,8952,41.5,1381,0.213,0.94,16.603
2025-10-11,S002,QNA002,QNA003,成纪大道,377,4,52,主干路,9417,41.2,1448,0.223,0.55,29.975
2025-10-11,S003,QNA003,QNA004,成纪大道,332,4,52,主干路,9484,41.2,1505,0.232,0.48,34.28
2025-10-11,S004,QNA004,QNA005,成纪大道,699,4,52,主干路,9332,41.4,1438,0.222,1.01,16.021
2025-10-11,S005,QNA005,QNA006,成纪大道,460,4,52,主干路,9505,41.0,1501,0.232,0.67,24.796
2025-10-11,S006,QNA006,QNA007,成纪大道,445,4,52,主干路,9676,40.8,1590,0.245,0.65,26.093
2025-10-11,S007,QNA007,QNA008,成纪大道,434,4,52,主干路,9254,41.2,1497,0.231,0.63,25.587
2025-10-11,S008,QNA009,QNA010,太白街,391,3,42,次干路,9530,36.1,1628,0.335,0.65,24.373
2025-10-11,S009,QNA010,QNA011,太白街,697,3,42,次干路,12349,39.1,2140,0.44,1.07,17.717
2025-10-11,S010,QNA011,QNA012,太白街,372,3,42,次干路,10490,35.4,1725,0.355,0.63,28.199
2025-10-11,S011,QNA012,QNA013,太白街,666,3,42,次干路,7512,32.6,1215,0.25,1.23,11.279
2025-10-11,S012,QNA013,QNA014,太白街,699,3,42,次干路,7947,37.4,1279,0.263,1.12,11.369
2025-10-11,S013,QNA014,QNA015,太白街,599,3,42,次干路,7948,37.4,1340,0.276,0.96,13.269
2025-10-11,S014,QNA015,QNA016,太白街,364,3,42,次干路,6238,33.7,1033,0.213,0.65,17.137
2025-10-11,S015,QNA017,QNA018,新华街,622,3,40,次干路,9711,36.1,1562,0.321,1.03,15.613
2025-10-11,S016,QNA018,QNA019,新华街,536,3,40,次干路,12361,39.1,1996,0.411,0.82,23.062
2025-10-11,S017,QNA019,QNA020,新华街,336,3,40,次干路,10485,35.3,1697,0.349,0.57,31.205
2025-10-11,S018,QNA020,QNA021,新华街,335,3,40,次干路,7499,32.4,1244,0.256,0.62,22.385
2025-10-11,S019,QNA021,QNA022,新华街,367,3,40,次干路,7685,37.3,1305,0.269,0.59,20.94
2025-10-11,S020,QNA022,QNA023,新华街,431,3,40,次干路,7800,37.1,1349,0.278,0.7,18.097
2025-10-11,S021,QNA023,QNA024,新华街,439,3,40,次干路,6166,33.3,1024,0.211,0.79,14.046
2025-10-11,S022,QNA025,QNA026,人民街,578,3,38,次干路,7834,37.4,1195,0.246,0.93,13.554
2025-10-11,S023,QNA026,QNA027,人民街,628,3,38,次干路,9551,41.3,1420,0.292,0.91,15.209
2025-10-11,S024,QNA027,QNA028,人民街,333,3,38,次干路,7978,37.1,1157,0.238,0.54,23.958
2025-10-11,S025,QNA028,QNA029,人民街,607,3,38,次干路,6524,33.2,958,0.197,1.1,10.748
2025-10-11,S026,QNA029,QNA030,人民街,421,3,38,次干路,8000,37.2,1241,0.255,0.68,19.002
2025-10-11,S027,QNA030,QNA031,人民街,686,3,38,次干路,7985,37.2,1309,0.269,1.11,11.64
2025-10-11,S028,QNA031,QNA032,人民街,652,3,38,次干路,6316,33.4,969,0.199,1.17,9.687
2025-10-11,S029,QNA033,QNA034,映南路,434,2,32,支路,6864,38.0,1081,0.334,0.69,15.816
2025-10-11,S030,QNA034,QNA035,映南路,332,2,32,支路,8573,41.7,1395,0.431,0.48,25.822
2025-10-11,S031,QNA035,QNA036,映南路,449,2,32,支路,7329,37.9,1229,0.379,0.71,16.323
2025-10-11,S032,QNA036,QNA037,映南路,362,2,32,支路,5881,33.7,981,0.303,0.64,16.246
2025-10-11,S033,QNA037,QNA038,映南路,223,2,32,支路,7122,37.9,1184,0.365,0.35,31.937
2025-10-11,S034,QNA038,QNA039,映南路,301,2,32,支路,7201,37.8,1204,0.372,0.48,23.924
2025-10-11,S035,QNA039,QNA040,映南路,436,2,32,支路,4495,29.2,726,0.224,0.9,10.31
2025-10-11,S036,QNA001,QNA009,环城西路,454,3,40,次干路,7731,37.4,1198,0.247,0.73,17.029
2025-10-11,S037,QNA009,QNA017,环城西路,422,3,40,次干路,6793,33.2,1083,0.223,0.76,16.097
2025-10-11,S038,QNA017,QNA025,环城西路,359,3,40,次干路,6421,33.2,960,0.198,0.65,17.886
2025-10-11,S039,QNA025,QNA033,环城西路,390,3,40,次干路,5640,33.9,844,0.174,0.69,14.462
2025-10-11,S040,QNA002,QNA010,解放南路,452,4,48,主干路,10751,40.2,1804,0.278,0.67,28.542
2025-10-11,S041,QNA010,QNA018,解放南路,332,4,48,主干路,12448,39.0,2163,0.334,0.51,44.993
2025-10-11,S042,QNA018,QNA026,解放南路,327,4,48,主干路,11123,40.3,1773,0.274,0.49,40.818
2025-10-11,S043,QNA026,QNA034,解放南路,474,4,48,主干路,9057,41.5,1389,0.214,0.69,22.929
2025-10-11,S044,QNA003,QNA011,兴国路,329,4,46,主干路,11015,40.1,1805,0.279,0.49,40.176
2025-10-11,S045,QNA011,QNA019,兴国路,463,4,46,主干路,12262,39.2,1973,0.304,0.71,31.781
2025-10-11,S046,QNA019,QNA027,兴国路,456,4,46,主干路,10789,40.2,1632,0.252,0.68,28.392
2025-10-11,S047,QNA027,QNA035,兴国路,589,4,46,主干路,9067,41.4,1419,0.219,0.85,18.473
2025-10-11,S048,QNA004,QNA012,蔡林路,415,3,40,次干路,8959,36.5,1463,0.301,0.68,21.588
2025-10-11,S049,QNA012,QNA020,蔡林路,302,3,40,次干路,8712,31.5,1443,0.297,0.58,28.848
2025-10-11,S050,QNA020,QNA028,蔡林路,515,3,40,次干路,7674,32.3,1219,0.251,0.96,14.901
2025-10-11,S051,QNA028,QNA036,蔡林路,554,3,40,次干路,6241,33.5,998,0.205,0.99,11.265
2025-10-11,S052,QNA005,QNA013,北坛街,343,3,38,次干路,7886,37.5,1227,0.252,0.55,22.991
2025-10-11,S053,QNA013,QNA021,北坛街,473,3,38,次干路,6298,33.5,1007,0.207,0.85,13.315
2025-10-11,S054,QNA021,QNA029,北坛街,320,3,38,次干路,6349,33.4,968,0.199,0.57,19.841
2025-10-11,S055,QNA029,QNA037,北坛街,562,3,38,次干路,6164,33.4,961,0.198,1.01,10.968
2025-10-11,S056,QNA006,QNA014,解放北路,430,4,48,主干路,9566,40.9,1609,0.248,0.63,26.696
2025-10-11,S057,QNA014,QNA022,解放北路,601,4,48,主干路,9334,41.2,1587,0.245,0.88,18.637
2025-10-11,S058,QNA022,QNA030,解放北路,596,4,48,主干路,9336,41.1,1577,0.243,0.87,18.797
2025-10-11,S059,QNA030,QNA038,解放北路,465,4,48,主干路,8958,41.6,1432,0.221,0.67,23.117
2025-10-11,S060,QNA007,QNA015,应乾路,575,3,36,次干路,8058,37.3,1322,0.272,0.92,14.014
2025-10-11,S061,QNA015,QNA023,应乾路,378,3,36,次干路,6414,33.3,1102,0.227,0.68,16.968
2025-10-11,S062,QNA023,QNA031,应乾路,640,3,36,次干路,6448,33.2,1080,0.222,1.16,10.075
2025-10-11,S063,QNA031,QNA039,应乾路,315,3,36,次干路,6228,33.4,1025,0.211,0.57,19.771
2025-10-11,S064,QNA008,QNA016,街泉街,211,2,32,支路,7433,37.7,1216,0.375,0.34,35.227
2025-10-11,S065,QNA016,QNA024,街泉街,369,2,32,支路,5990,33.8,958,0.296,0.66,16.233
2025-10-11,S066,QNA024,QNA032,街泉街,258,2,32,支路,6034,33.6,923,0.285,0.46,23.388
2025-10-11,S067,QNA032,QNA040,街泉街,397,2,32,支路,4583,29.3,711,0.219,0.81,11.544
2025-10-12,S001,QNA001,QNA002,成纪大道,647,4,52,主干路,8243,37.1,1319,0.204,1.05,15.288
2025-10-12,S002,QNA002,QNA003,成纪大道,377,4,52,主干路,8513,36.5,1373,0.212,0.62,27.097
2025-10-12,S003,QNA003,QNA004,成纪大道,332,4,52,主干路,8564,36.4,1359,0.21,0.55,30.954
2025-10-12,S004,QNA004,QNA005,成纪大道,699,4,52,主干路,8418,36.6,1263,0.195,1.15,14.452
2025-10-12,S005,QNA005,QNA006,成纪大道,460,4,52,主干路,8192,36.8,1248,0.193,0.75,21.37
2025-10-12,S006,QNA006,QNA007,成纪大道,445,4,52,主干路,8460,36.9,1348,0.208,0.72,22.813
2025-10-12,S007,QNA007,QNA008,成纪大道,434,4,52,主干路,8227,37.1,1367,0.211,0.7,22.747
2025-10-12,S008,QNA009,QNA010,太白街,391,3,42,次干路,8445,32.6,1428,0.294,0.72,21.598
2025-10-12,S009,QNA010,QNA011,太白街,697,3,42,次干路,10901,35.0,1757,0.362,1.19,15.64
2025-10-12,S010,QNA011,QNA012,太白街,372,3,42,次干路,9275,31.8,1521,0.313,0.7,24.933
2025-10-12,S011,QNA012,QNA013,太白街,666,3,42,次干路,6533,29.1,1066,0.219,1.37,9.809
2025-10-12,S012,QNA013,QNA014,太白街,699,3,42,次干路,6981,33.3,1131,0.233,1.26,9.987
2025-10-12,S013,QNA014,QNA015,太白街,599,3,42,次干路,6990,33.2,1118,0.23,1.08,11.669
2025-10-12,S014,QNA015,QNA016,太白街,364,3,42,次干路,5252,29.9,869,0.179,0.73,14.429
2025-10-12,S015,QNA017,QNA018,新华街,622,3,40,次干路,8433,32.6,1327,0.273,1.14,13.558
2025-10-12,S016,QNA018,QNA019,新华街,536,3,40,次干路,10926,35.4,1734,0.357,0.91,20.384
2025-10-12,S017,QNA019,QNA020,新华街,336,3,40,次干路,9279,32.0,1494,0.307,0.63,27.616
2025-10-12,S018,QNA020,QNA021,新华街,335,3,40,次干路,6470,29.2,997,0.205,0.69,19.313
2025-10-12,S019,QNA021,QNA022,新华街,367,3,40,次干路,6808,33.5,1075,0.221,0.66,18.55
2025-10-12,S020,QNA022,QNA023,新华街,431,3,40,次干路,6990,33.3,1099,0.226,0.78,16.218
2025-10-12,S021,QNA023,QNA024,新华街,439,3,40,次干路,5446,29.6,914,0.188,0.89,12.405
2025-10-12,S022,QNA025,QNA026,人民街,578,3,38,次干路,6943,33.3,1006,0.207,1.04,12.012
2025-10-12,S023,QNA026,QNA027,人民街,628,3,38,次干路,8407,37.1,1257,0.259,1.02,13.387
2025-10-12,S024,QNA027,QNA028,人民街,333,3,38,次干路,7077,33.2,1109,0.228,0.6,21.252
2025-10-12,S025,QNA028,QNA029,人民街,607,3,38,次干路,5786,29.6,906,0.186,1.23,9.532
2025-10-12,S026,QNA029,QNA030,人民街,421,3,38,次干路,7194,33.3,1075,0.221,0.76,17.088
